"","name","zipcode","id","lat","lng","membership200","membership300","membership500"
"426","Greenwood Village",80112,426,39.57288,-104.85854,8,7,2
"427","Highlands Ranch Town Center",80129,427,39.54521,-105.01203,8,7,2
"428","Hwy 287 & Arapahoe Rd",80526,428,40.5174,-105.13262,8,7,2
"429","I-25 & Harmony Rd",80547,429,40.52948,-104.96347,8,7,2
"430","I-70 & Youngfield St.",80033,430,39.77315,-105.10222,8,7,2
"431","Larkridge",80023,431,39.97407,-105.01011,8,7,2
"432","Longmont",80501,432,40.16479,-105.10208,8,7,2
"433","Loveland",80538,433,40.48174,-105.16825,8,7,2
"434","North Academy Blvd. & I-25",80920,434,38.95579,-104.77191,8,7,2
"435","North Carefree",80922,435,38.88996,-104.70084,8,7,2
"436","Northgate",80921,436,39.02648,-104.88156,8,7,2
"437","Orchard Park Place",80023,437,39.97407,-105.01011,8,7,2
"438","Park Meadows Mall",80124,438,39.53197,-104.89173,8,7,2
"439","Park Meadows on County Line Rd",80124,439,39.53197,-104.89173,8,7,2
"440","Parker",80138,440,39.51649,-104.67114,8,7,2
"441","Promenade at Castle Rock",80108,441,39.44441,-104.85321,8,7,2
"442","Pueblo",81008,442,38.40765,-104.59354,8,7,2
"443","Quebec Street",80207,443,39.76137,-104.91674,8,7,2
"444","RELO Hwy 470 & Yosemite",80124,444,39.53197,-104.89173,8,7,2
"445","River Point",80110,445,39.64612,-105.00928,8,7,2
"446","River Point",80110,446,39.64612,-105.00928,8,7,2
"447","S. Colorado & Yale",80222,447,39.6713,-104.92828,8,7,2
"448","Sloan's Lake",80214,448,39.74205,-105.07123,8,7,2
"449","South Nevada Ave.",80905,449,38.81855,-104.83649,8,7,2
"450","Southlands",80016,450,39.59391,-104.72311,8,7,2
"451","Streets at Southglenn In-Line DT",80122,451,39.5806,-104.95573,8,7,2
"452","Tamarac Square",80231,452,39.67123,-104.88787,8,7,2
"453","University and Highlands Ranch Pkwy",80126,453,39.54127,-104.96251,8,7,2
"454","Wadsworth Blvd at 80th Avenue",80003,454,39.827,-105.06412,8,7,2
"455","Bishops Corner (CT) In-Line",6117,455,41.7875,-72.76203,10,9,4
"456","Brookfield",6804,456,41.46731,-73.39232,10,9,4
"457","Buckland Hills (CT)",6042,457,41.79743,-72.52704,10,9,4
"458","Danbury Fair Mall",6810,458,41.37627,-73.45904,10,9,4
"459","Enfield",6082,459,41.98393,-72.55475,10,9,4
"460","Glastonbury",6033,460,41.70593,-72.53915,10,9,4
"461","Mohegan Sun Resort",6382,461,41.46137,-72.11762,10,9,4
"462","Newington (CT)",6111,462,41.68677,-72.73057,10,9,4
"463","North Haven",6473,463,41.38069,-72.85598,10,9,4
"464","Norwalk",6854,464,41.09148,-73.42972,10,9,4
"465","Post Road",6824,465,41.17571,-73.28111,10,9,4
"466","Shelton",6484,466,41.30601,-73.13828,10,9,4
"467","Southington (CT)",6489,467,41.61312,-72.87233,10,9,4
"468","Wallingford",6492,468,41.45927,-72.80473,10,9,4
"469","West Hartford",6110,469,41.73247,-72.73378,10,9,4
"470","West Haven (CT)",6516,470,41.27393,-72.96718,10,9,4
"471","Bear",19701,471,39.58427,-75.69914,10,9,4
"472","Camden Town Center",19934,472,39.08135,-75.63113,10,9,4
"473","Christiana",19713,473,39.67097,-75.70972,10,9,4
"474","Christiana Mall",19702,474,39.62199,-75.72803,10,9,4
"475","Concord Mall",19803,475,39.79912,-75.5422,10,9,4
"476","Delaware State University",19901,476,39.17335,-75.47758,10,9,4
"477","Kirkwood Hwy",19808,477,39.73777,-75.66596,10,9,4
"478","Middletown (DE)",19709,478,39.48923,-75.68314,10,9,4
"479","Milford Plaza",19963,479,38.93347,-75.37799,10,9,4
"480","Millsboro",19966,480,38.58118,-75.28274,10,9,4
"481","New Castle",19720,481,39.645,-75.60678,10,9,4
"482","North Dover",19901,482,39.17335,-75.47758,10,9,4
"483","North Dupont Highway",19720,483,39.645,-75.60678,10,9,4
"484","Rehoboth Beach",19971,484,38.69113,-75.10132,10,9,4
"485","Seaford",19973,485,38.63404,-75.62454,10,9,4
"486","University of Delaware",19716,486,39.66779,-75.74595,10,9,4
"487","University Plaza",19702,487,39.62199,-75.72803,10,9,4
"488","23rd & 77",32405,488,30.20002,-85.66869,2,1,1
"489","Addie's Corner",34119,489,26.26658,-81.71493,11,10,5
"490","AdventHealth Orlando",32803,490,28.55592,-81.34895,11,10,5
"491","Alico Road",33913,491,26.51718,-81.69712,11,10,5
"492","Altamonte Mall",32701,492,28.66509,-81.36916,11,10,5
"493","Altamonte Springs",32714,493,28.66237,-81.4115,11,10,5
"494","Amelia Island",32097,494,30.65851,-81.64478,11,10,1
"495","Apopka",32703,495,28.65579,-81.52139,11,10,5
"496","Archer Road",32608,496,29.59271,-82.3935,11,10,5
"497","Atlantic & Hodges",32225,497,30.35768,-81.50592,11,10,5
"498","Atlantic & Kernan",32225,498,30.35768,-81.50592,11,10,5
"499","Atlantic & Kernan",32225,499,30.35768,-81.50592,11,10,5
"500","Atlantic Ave",33445,500,26.4548,-80.1063,11,10,5
"501","Aventura In-Line",33180,501,25.96145,-80.1415,11,10,5
"502","Avenues Mall",32256,502,30.1929,-81.50309,11,10,5
"503","Bartow",33830,503,27.88234,-81.80565,11,10,5
"504","Bayou Boulevard",32503,504,30.46022,-87.21372,2,2,1
"505","Bayshore Gardens",34207,505,27.43762,-82.57993,11,10,5
"506","Beach & Hodges",32224,506,30.26815,-81.4642,11,10,5
"507","Beal Parkway",32547,507,30.46649,-86.65513,2,2,1
"508","Bearss Avenue",33613,508,28.08344,-82.44873,11,10,5
"509","Black Lake & 192",34747,509,28.31111,-81.59107,11,10,5
"510","Boynton Beach Blvd.",33436,510,26.52423,-80.10758,11,10,5
"511","Bradfordville",32312,511,30.60421,-84.23996,1,10,1
"512","Brandon Mall",33511,512,27.9099,-82.29405,11,10,5
"513","Brandon South",33596,513,27.88765,-82.23591,11,10,5
"514","Broward Mall",33388,514,26.11715,-80.25409,11,10,5
"515","Busch Gardens Tampa",33612,515,28.05071,-82.451,11,10,5
"516","Butler Blvd",32256,516,30.1929,-81.50309,11,10,5
"517","Campus Circle",32304,517,30.45346,-84.35314,1,10,1
"518","Capital Circle",32308,518,30.4781,-84.21968,1,10,1
"519","Casselberry",32730,519,28.65242,-81.34301,11,10,5
"520","Celebration",34747,520,28.31111,-81.59107,11,10,5
"521","Champions Crossing",33897,521,28.28088,-81.69533,11,10,5
"522","Citrus Park Town Center",33625,522,28.06807,-82.56016,11,10,5
"523","Clark Road",34233,523,27.2836,-82.47311,11,10,5
"524","Clearwater",33765,524,27.97452,-82.74419,11,10,5
"525","Coastland Center",34102,525,26.13783,-81.79654,11,10,5
"526","Coconut Creek",33073,526,26.29818,-80.1827,11,10,5
"527","Coconut Palm",33032,527,25.52963,-80.39234,11,10,5
"528","Colonial Blvd.",33966,528,26.58234,-81.83206,11,10,5
"529","Colonial Plaza",32803,529,28.55592,-81.34895,11,10,5
"530","Coral Springs",33071,530,26.24395,-80.26627,11,10,5
"531","Cordova Mall (Inside)",32504,531,30.48495,-87.19093,2,2,1
"532","Cortez Plaza",34207,532,27.43762,-82.57993,11,10,5
"533","Countryside & US Hwy 19",33761,533,28.03103,-82.72511,11,10,5
"534","Creekwood",34203,534,27.44319,-82.50834,11,10,5
"535","Crestview",32536,535,30.75399,-86.59491,2,1,1
"536","Cutler Bay",33157,536,25.60671,-80.34314,11,10,5
"537","Cypress Creek Town Center",33559,537,28.15788,-82.41007,11,10,5
"538","Cypress Lake",33912,538,26.53288,-81.82502,11,10,5
"539","Cypress Ranch",33558,539,28.15871,-82.51597,11,10,5
"540","Dadeland Mall",33156,540,25.66779,-80.29728,11,10,5
"541","Davie North",33324,541,26.11205,-80.27469,11,10,5
"542","Davie South",33328,542,26.06673,-80.27301,11,10,5
"543","Deerfield Beach",33441,543,26.31096,-80.09885,11,10,5
"544","DeFuniak Springs [FL]",32435,544,30.65367,-86.11597,2,1,1
"545","Deland",32720,545,29.01775,-81.37802,11,10,5
"546","Delray Beach",33483,546,26.46157,-80.0638,11,10,5
"547","Destin",32541,547,30.39666,-86.47486,2,2,1
"548","Doral",33178,548,25.83578,-80.4213,11,10,5
"549","E. Brandon/Valrico",33511,549,27.9099,-82.29405,11,10,5
"550","Eagle Harbor",32003,550,30.09813,-81.71255,11,10,5
"551","East Vero Beach",32960,551,27.64069,-80.40366,11,10,5
"552","Eastern Florida State College",32935,552,28.1444,-80.64832,11,10,5
"553","Edgewater",32141,553,28.92322,-80.90196,11,10,5
"554","Eglin Parkway",32548,554,30.4094,-86.6494,2,2,1
"555","Embry Riddle Aeronautical University",32114,555,29.19312,-81.04915,11,10,5
"556","Epperson Ranch",33545,556,28.26578,-82.28832,11,10,5
"557","Estero",33928,557,26.43545,-81.71002,11,10,5
"558","Feathersound",33762,558,27.89685,-82.67946,11,10,5
"559","Flagler College",32084,559,29.91412,-81.36417,11,10,5
"560","Flagler Park",33174,560,25.76199,-80.36029,11,10,5
"561","Florida A&M University",32307,561,30.42173,-84.28686,1,10,1
"562","Florida Atlantic University",33431,562,26.37996,-80.1028,11,10,5
"563","Florida Gulf Coast University",33965,563,26.46126,-81.76862,11,10,5
"564","Florida Hotel at the Florida Mall",32809,564,28.46301,-81.38428,11,10,5
"565","Florida International University",33196,565,25.64505,-80.55524,11,10,5
"566","Florida Int'l University - Biscayne Bay Campus",33181,566,25.89717,-80.1531,11,10,5
"567","Florida State University",32306,567,30.44227,-84.29455,1,10,1
"568","Fort Lauderdale",33306,568,26.16548,-80.11404,11,10,5
"569","Fort Pierce",34947,569,27.44903,-80.37633,11,10,5
"570","Four Corners",34714,570,28.40406,-81.80132,11,10,5
"571","Fourth Street North",33703,571,27.81756,-82.62433,11,10,5
"572","Fruitville Road",34232,572,27.32601,-82.47239,11,10,5
"573","Gandy Blvd",33611,573,27.89059,-82.50632,11,10,5
"574","Gibsonton & 301",33578,574,27.86187,-82.34775,11,10,5
"575","Governors Square (FL)",32301,575,30.42701,-84.25799,1,10,1
"576","Greenacres",33413,576,26.66397,-80.1553,11,10,5
"577","Gulf Breeze",32561,577,30.35165,-87.10906,2,2,1
"578","Hamlin",34787,578,28.48309,-81.62833,11,10,5
"579","Hammock Ridge & Hwy 27",34711,579,28.52724,-81.75349,11,10,5
"580","Hancock Rd. & Hwy. 50",34711,580,28.52724,-81.75349,11,10,5
"581","Hialeah",33012,581,25.86583,-80.30247,11,10,5
"582","Hialeah Westland",33012,582,25.86583,-80.30247,11,10,5
"583","Hillsboro and Powerline",33442,583,26.31012,-80.14503,11,10,5
"584","Homestead (FL)",33033,584,25.47858,-80.4057,11,10,5
"585","I-4 & Hwy 27",33837,585,28.19012,-81.59163,11,10,5
"586","I-75 & Archer Road Drive-Thru Only",32608,586,29.59271,-82.3935,11,10,5
"587","International Plaza Mall",33607,587,27.96677,-82.51408,11,10,5
"588","International Speedway",32114,588,29.19312,-81.04915,11,10,5
"589","Jacksonville University",32211,589,30.33276,-81.58428,11,10,5
"590","Jensen Beach",34957,590,27.28399,-80.24252,11,10,5
"591","Kendall",33186,591,25.65565,-80.41062,11,10,5
"592","Kirkman and Conroy Road",32811,592,28.51624,-81.44516,11,10,5
"593","Kissimmee",34746,593,28.24233,-81.4423,11,10,5
"594","Lake Brandon Village",33511,594,27.9099,-82.29405,11,10,5
"595","Lake Buena Vista",32821,595,28.38095,-81.47719,11,10,5
"596","Lake City",32055,596,30.27031,-82.62507,11,10,5
"597","Lake Mary Blvd.",32746,597,28.76297,-81.35499,11,10,5
"598","Lake Worth South",33463,598,26.59508,-80.12968,11,10,5
"599","Lakeland Square",33809,599,28.20291,-81.96597,11,10,5
"600","Lakewood (FL)",32217,600,30.2394,-81.62722,11,10,5
"601","Lantana & 95",33462,601,26.58027,-80.07337,11,10,5
"602","Largo",33771,602,27.90585,-82.7583,11,10,5
"603","Lauderhill",33351,603,26.17938,-80.27463,11,10,5
"604","Lee Vista",32822,604,28.49001,-81.29056,11,10,5
"605","Leesburg (FL)",34788,605,28.88542,-81.79678,11,10,5
"606","Live Oak [FL]",32064,606,30.28907,-83.02375,11,10,1
"607","Lutz",33548,607,28.13788,-82.48184,11,10,5
"608","Maitland Boulevard",32810,608,28.62113,-81.42863,11,10,5
"609","Malabar Road",32907,609,28.01565,-80.68187,11,10,5
"610","Manatee Ave & 43rd",34209,610,27.49489,-82.6433,11,10,5
"611","Mandarin",32257,611,30.19515,-81.6123,11,10,5
"612","Marianna [FL]",32448,612,30.66663,-85.21616,2,1,1
"613","Marsh Landing Pkwy",32250,613,30.27846,-81.41035,11,10,5
"614","Melbourne Square",32904,614,28.01,-80.79104,11,10,5
"615","Merritt Island",32952,615,28.31749,-80.66832,11,10,5
"616","Miami - Dade College, Kendall Campus",33176,616,25.65876,-80.35919,11,10,5
"617","Miami - Dade College, North Campus",33167,617,25.8848,-80.23631,11,10,5
"618","Miami Central",33136,618,25.78703,-80.20444,11,10,5
"619","Miami Gardens",33015,619,25.94116,-80.31761,11,10,5
"620","Miami International Airport",33126,620,25.78061,-80.30054,11,10,5
"621","Miami Lakes",33014,621,25.90332,-80.30173,11,10,5
"622","Miami Shores",33138,622,25.85388,-80.17846,11,10,5
"623","Middleburg",32068,623,30.08218,-81.88245,11,10,5
"624","Military & Hypoluxo",33463,624,26.59508,-80.12968,11,10,5
"625","Millenia Blvd",32839,625,28.48833,-81.40689,11,10,5
"626","Miramar & Flamingo",33025,626,25.98737,-80.28134,11,10,5
"627","Mitchell Ranch Plaza",34655,627,28.21201,-82.65516,11,10,5
"628","Mt. Dora",32757,628,28.77954,-81.637,11,10,5
"629","Naples Center",34109,629,26.24073,-81.76365,11,10,5
"630","Navy Blvd",32507,630,30.34035,-87.37706,2,2,1
"631","New Tampa at I-75",33647,631,28.13401,-82.36017,11,10,5
"632","Niceville",32578,632,30.50871,-86.4535,2,2,1
"633","Nine Mile Road",32514,633,30.53209,-87.22235,2,2,1
"634","Nona",32832,634,28.39843,-81.18407,11,10,5
"635","North Dale Mabry",33618,635,28.07313,-82.49781,11,10,5
"636","North Lakeland",33809,636,28.20291,-81.96597,11,10,5
"637","North Miami Beach",33162,637,25.92845,-80.17844,11,10,5
"638","North Monroe Street",32303,638,30.51237,-84.34386,1,10,1
"639","North Viera",32940,639,28.21813,-80.7543,11,10,5
"640","Northlake Boulevard",33403,640,26.8032,-80.07562,11,10,5
"641","Nova Southeastern University",33314,641,26.06822,-80.22391,11,10,5
"642","Oakleaf Town Center",32222,642,30.21651,-81.8293,11,10,5
"643","Oaks Mall",32605,643,29.67659,-82.37351,11,10,5
"644","Ocala",34474,644,29.15515,-82.21106,11,10,5
"645","Ocoee",34761,645,28.57975,-81.53386,11,10,5
"646","Okeechobee and Turnpike",33417,646,26.71994,-80.12495,11,10,5
"647","Oldsmar",34677,647,28.05293,-82.67549,11,10,5
"648","Orange Avenue",32806,648,28.5123,-81.36031,11,10,5
"649","Orlando Ave. at Fairbanks",32789,649,28.59977,-81.35235,11,10,5
"650","Orlando Int’l Airport – North Terminal/Pre-Sec",32827,650,28.41399,-81.29032,11,10,5
"651","Orlando International Airport - South Terminal",32827,651,28.41399,-81.29032,11,10,5
"652","Orlando Square",32809,652,28.46301,-81.38428,11,10,5
"653","Ormond Towne Square",32174,653,29.28928,-81.16446,11,10,5
"654","Ortega Park",32210,654,30.26491,-81.74746,11,10,5
"655","Oviedo/North UCF",32765,655,28.66732,-81.20033,11,10,5
"656","Paddock Mall",34474,656,29.15515,-82.21106,11,10,5
"657","Palm Bay Road",32904,657,28.01,-80.79104,11,10,5
"658","Palm Beach Atlantic University",33401,658,26.71805,-80.0685,11,10,5
"659","Palm Beach Lakes Blvd.",33409,659,26.7161,-80.0965,11,10,5
"660","Palm Coast",32137,660,29.58057,-81.22455,11,10,5
"661","Palm Harbor",34684,661,28.08122,-82.72779,11,10,5
"662","Palmetto Park & I-95",33486,662,26.34729,-80.11449,11,10,5
"663","Panama City Beach",32407,663,30.20276,-85.7912,2,1,1
"664","Park Place",33781,664,27.83861,-82.71512,11,10,5
"665","Pelican Plaza",34238,665,27.23049,-82.4687,11,10,5
"666","Pembroke Lakes Mall",33026,666,26.02575,-80.29625,11,10,5
"667","Pensacola Christian College",32503,667,30.46022,-87.21372,2,2,1
"668","Pensacola International Airport",32504,668,30.48495,-87.19093,2,2,1
"669","Pine Island Road",33909,669,26.72032,-81.96443,11,10,5
"670","Pinecrest",33156,670,25.66779,-80.29728,11,10,5
"671","Pines & 160th",33027,671,25.98245,-80.34359,11,10,5
"672","Pines and Flamingo",33026,672,26.02575,-80.29625,11,10,5
"673","Plant City",33563,673,28.01694,-82.12544,11,10,5
"674","Pompano Beach",33062,674,26.24101,-80.09399,11,10,5
"675","Port Charlotte",33948,675,26.98411,-82.15126,11,10,5
"676","Port Orange Gateway Center",32127,676,29.10866,-80.97907,11,10,5
"677","Regency Park",32225,677,30.35768,-81.50592,11,10,5
"678","RELO - North Dale Mabry",33624,678,28.07903,-82.52608,11,10,5
"679","River City Marketplace",32218,679,30.48673,-81.66959,11,10,5
"680","River Landing In-Line",33125,680,25.7839,-80.23738,11,10,5
"681","Riverview (FL)",33579,681,27.79585,-82.28376,11,10,5
"682","Royal Palm Beach",33414,682,26.64829,-80.24943,11,10,5
"683","Sand Lake Road",32819,683,28.45565,-81.472,11,10,5
"684","Sanford (FL)",32771,684,28.81496,-81.31751,11,10,5
"685","Sawgrass Square",33323,685,26.14988,-80.32222,11,10,5
"686","Saxon Boulevard",32763,686,28.94291,-81.30593,11,10,5
"687","SeaWorld Orlando",32821,687,28.38095,-81.47719,11,10,5
"688","Sebring",33870,688,27.50571,-81.36071,11,10,5
"689","Seminole Plaza",33772,689,27.84286,-82.79666,11,10,5
"690","Shands Hospital (Sun Terrace)-Gainesville",32610,690,29.64077,-82.34326,11,10,5
"691","South Dale Mabry",33609,691,27.94307,-82.51108,11,10,5
"692","South Florida Avenue",33813,692,27.94789,-81.92701,11,10,5
"693","South Magnolia Drive",32301,693,30.42701,-84.25799,1,10,1
"694","South Mandarin",32223,694,30.1549,-81.64821,11,10,5
"695","South Walton",32550,695,30.38541,-86.34438,2,2,1
"696","Southchase Plaza",32837,696,28.38074,-81.41998,11,10,5
"697","Southeastern University",33801,697,28.0401,-81.8947,11,10,5
"698","Southside Blvd at the Avenues",32256,698,30.1929,-81.50309,11,10,5
"699","Southside Blvd. at Tinseltown",32216,699,30.27891,-81.58305,11,10,5
"700","Spring Hill",34613,700,28.56183,-82.53803,11,10,5
"701","SR 16 & Inman Road",32084,701,29.91412,-81.36417,11,10,5
"702","St. Augustine",32084,702,29.91412,-81.36417,11,10,5
"703","St. Cloud",34769,703,28.24366,-81.29412,11,10,5
"704","St. Johns Town Center",32246,704,30.29422,-81.51782,11,10,5
"705","St. Lucie West",34986,705,27.32804,-80.40524,11,10,5
"706","St. Pete Beach",33706,706,27.74396,-82.75014,11,10,5
"707","Stanford Station Shopping Center",32405,707,30.20002,-85.66869,2,1,1
"708","Stuart",34994,708,27.19954,-80.2557,11,10,5
"709","Tampa International Airport-Airside A",33607,709,27.96677,-82.51408,11,10,5
"710","Tampa International Airport-Main Terminal",33607,710,27.96677,-82.51408,11,10,5
"711","Tampa Stadium",33607,711,27.96677,-82.51408,11,10,5
"712","Temple Terrace",33617,712,28.03893,-82.39327,11,10,5
"713","The Fountains of Miramar",33027,713,25.98245,-80.34359,11,10,5
"714","The Gardens",33410,714,26.84629,-80.08823,11,10,5
"715","The Loop",34741,715,28.30544,-81.42567,11,10,5
"716","The Mall at Millenia",32839,716,28.48833,-81.40689,11,10,5
"717","The Mall at Wellington Green",33414,717,26.64829,-80.24943,11,10,5
"718","The Ridge",32571,718,30.67162,-87.20004,2,2,1
"719","The Standard In-Line",32603,719,29.65305,-82.35054,11,10,5
"720","The Villages",32159,720,28.92456,-81.90528,11,10,5
"721","Town Center at Boca Raton",33431,721,26.37996,-80.1028,11,10,5
"722","Treasure Coast Square",34957,722,27.28399,-80.24252,11,10,5
"723","Tuskawilla Road",32708,723,28.68751,-81.27086,11,10,5
"724","Tyndall Parkway",32404,724,30.19075,-85.51122,2,1,1
"725","Tyrone Boulevard",33710,725,27.7898,-82.73069,11,10,5
"726","Tyrone Square Mall",33710,726,27.7898,-82.73069,11,10,5
"727","Universal Blvd",32819,727,28.45565,-81.472,11,10,5
"728","University at Forsyth",32792,728,28.61066,-81.29923,11,10,5
"729","University at Rouse",32817,729,28.59002,-81.2445,11,10,5
"730","University at Sunrise",33322,730,26.14997,-80.27429,11,10,5
"731","University of Central Florida",32816,731,28.60075,-81.19511,11,10,5
"732","University of Central Florida - RWC",32814,732,28.57002,-81.32663,11,10,5
"733","University of Florida",32610,733,29.64077,-82.34326,11,10,5
"734","University of North Florida",32224,734,30.26815,-81.4642,11,10,5
